Username,Position,Player Name,Team
MCDAFFY21,RB,Saquon Barkley,PHI
MCDAFFY21,RB,Derrick Henry,BAL
MCDAFFY21,W/T,DeAndre Hopkins,KC
MCDAFFY21,W/T,Hollywood Brown,KC
MCDAFFY21,W/T,Xavier Worthy,KC
MCDAFFY21,W/T,Travis Kelce,KC
MCDAFFY21,W/T,A.J. Brown,PHI
JOHNDILL21,QB,Jalen Hurts,PHI
JOHNDILL21,RB,Joe Mixon,HOU
JOHNDILL21,RB,Kareem Hunt,KC
JOHNDILL21,RB,Saquon Barkley,PHI
JOHNDILL21,W/T,Terry McLaurin,WAS
JOHNDILL21,W/T,Hollywood Brown,KC
JOHNDILL21,W/T,Dallas Goedert,PHI
JOHNDILL21,W/T,Zay Flowers,BAL
JOHNDILL21,W/T,Xavier Worthy,KC
JOHNDILL21,W/T,A.J. Brown,PHI
MATTTHELK3,QB,Jalen Hurts,PHI
MATTTHELK3,RB,Kareem Hunt,KC
MATTTHELK3,RB,Saquon Barkley,PHI
MATTTHELK3,W/T,Tylan Wallace,BAL
MATTTHELK3,W/T,Zay Flowers,BAL
MATTTHELK3,W/T,Dallas Goedert,PHI
MATTTHELK3,W/T,Rashod Bateman,BAL
MATTTHELK3,W/T,Mark Andrews,BAL
MATTTHELK3,W/T,DeVonta Smith,PHI
MATTTHELK3,W/T,A.J. Brown,PHI
GREEDYMONKEY,QB,Jalen Hurts,PHI
GREEDYMONKEY,RB,Kareem Hunt,KC
GREEDYMONKEY,RB,James Cook,BUF
GREEDYMONKEY,RB,Saquon Barkley,PHI
GREEDYMONKEY,W/T,Mack Hollins,BUF
GREEDYMONKEY,W/T,Hollywood Brown,KC
GREEDYMONKEY,W/T,Terry McLaurin,WAS
GREEDYMONKEY,W/T,Khalil Shakir,BUF
GREEDYMONKEY,W/T,Sam LaPorta,DET
GREEDYMONKEY,W/T,Xavier Worthy,KC
BAKEDBYCAKE,QB,Jalen Hurts,PHI
BAKEDBYCAKE,QB,Lamar Jackson,BAL
BAKEDBYCAKE,RB,Justice Hill,BAL
BAKEDBYCAKE,RB,James Cook,BUF
BAKEDBYCAKE,RB,Saquon Barkley,PHI
BAKEDBYCAKE,W/T,Isaiah Likely,BAL
BAKEDBYCAKE,W/T,Terry McLaurin,WAS
BAKEDBYCAKE,W/T,Hollywood Brown,KC
BAKEDBYCAKE,W/T,Dallas Goedert,PHI
BAKEDBYCAKE,W/T,Mark Andrews,BAL
CSCAIFE,QB,Jalen Hurts,PHI
CSCAIFE,QB,Lamar Jackson,BAL
CSCAIFE,RB,Kareem Hunt,KC
CSCAIFE,RB,Saquon Barkley,PHI
CSCAIFE,W/T,Rashod Bateman,BAL
CSCAIFE,W/T,Zay Flowers,BAL
CSCAIFE,W/T,Isaiah Likely,BAL
CSCAIFE,W/T,Xavier Worthy,KC
CSCAIFE,W/T,Dallas Goedert,PHI
CSCAIFE,W/T,Mark Andrews,BAL
TRENT69,QB,Jayden Daniels,WAS
TRENT69,QB,Patrick Mahomes,KC
TRENT69,RB,Isiah Pacheco,KC
TRENT69,RB,Saquon Barkley,PHI
TRENT69,W/T,Olamide Zaccheaus,WAS
TRENT69,W/T,Mecole Hardman Jr.,KC
TRENT69,W/T,Dallas Goedert,PHI
TRENT69,W/T,Xavier Worthy,KC
TRENT69,W/T,Travis Kelce,KC
TRENT69,W/T,A.J. Brown,PHI
EIDBANGER,QB,Jalen Hurts,PHI
EIDBANGER,RB,Justice Hill,BAL
EIDBANGER,RB,Kareem Hunt,KC
EIDBANGER,RB,Saquon Barkley,PHI
EIDBANGER,W/T,Dallas Goedert,PHI
EIDBANGER,W/T,Rashod Bateman,BAL
EIDBANGER,W/T,Hollywood Brown,KC
EIDBANGER,W/T,Xavier Worthy,KC
EIDBANGER,W/T,DeVonta Smith,PHI
EIDBANGER,W/T,A.J. Brown,PHI
JPECANAC,QB,Jayden Daniels,WAS
JPECANAC,QB,Josh Allen,BUF
JPECANAC,RB,James Cook,BUF
JPECANAC,RB,Saquon Barkley,PHI
JPECANAC,W/T,Curtis Samuel,BUF
JPECANAC,W/T,Keon Coleman,BUF
JPECANAC,W/T,Terry McLaurin,WAS
JPECANAC,W/T,Dallas Goedert,PHI
JPECANAC,W/T,Khalil Shakir,BUF
JPECANAC,W/T,Xavier Worthy,KC
NINETOEDZOMBIE,QB,Jayden Daniels,WAS
NINETOEDZOMBIE,QB,Josh Allen,BUF
NINETOEDZOMBIE,QB,Patrick Mahomes,KC
NINETOEDZOMBIE,RB,Kareem Hunt,KC
NINETOEDZOMBIE,RB,James Cook,BUF
NINETOEDZOMBIE,RB,Saquon Barkley,PHI
NINETOEDZOMBIE,W/T,Terry McLaurin,WAS
NINETOEDZOMBIE,W/T,Khalil Shakir,BUF
NINETOEDZOMBIE,W/T,Xavier Worthy,KC
NINETOEDZOMBIE,W/T,Travis Kelce,KC
ICEMANPRICE,QB,Jalen Hurts,PHI
ICEMANPRICE,QB,Lamar Jackson,BAL
ICEMANPRICE,RB,Kareem Hunt,KC
ICEMANPRICE,RB,Saquon Barkley,PHI
ICEMANPRICE,W/T,Nelson Agholor,BAL
ICEMANPRICE,W/T,Zay Flowers,BAL
ICEMANPRICE,W/T,Rashod Bateman,BAL
ICEMANPRICE,W/T,Xavier Worthy,KC
ICEMANPRICE,W/T,Travis Kelce,KC
ICEMANPRICE,W/T,A.J. Brown,PHI
BIGTIMEKESS,QB,Jayden Daniels,WAS
BIGTIMEKESS,QB,Josh Allen,BUF
BIGTIMEKESS,RB,James Cook,BUF
BIGTIMEKESS,RB,Saquon Barkley,PHI
BIGTIMEKESS,W/T,Dalton Kincaid,BUF
BIGTIMEKESS,W/T,Dallas Goedert,PHI
BIGTIMEKESS,W/T,Terry McLaurin,WAS
BIGTIMEKESS,W/T,Amari Cooper,BUF
BIGTIMEKESS,W/T,Khalil Shakir,BUF
BIGTIMEKESS,W/T,A.J. Brown,PHI
FLUSTYDUSTER,QB,Jayden Daniels,WAS
FLUSTYDUSTER,QB,Patrick Mahomes,KC
FLUSTYDUSTER,RB,Brian Robinson Jr.,WAS
FLUSTYDUSTER,RB,James Cook,BUF
FLUSTYDUSTER,RB,Saquon Barkley,PHI
FLUSTYDUSTER,W/T,Hollywood Brown,KC
FLUSTYDUSTER,W/T,Terry McLaurin,WAS
FLUSTYDUSTER,W/T,DeAndre Hopkins,KC
FLUSTYDUSTER,W/T,Dallas Goedert,PHI
FLUSTYDUSTER,W/T,Travis Kelce,KC
DAONETRUEKING,QB,Jayden Daniels,WAS
DAONETRUEKING,QB,Patrick Mahomes,KC
DAONETRUEKING,RB,Brian Robinson Jr.,WAS
DAONETRUEKING,RB,Isiah Pacheco,KC
DAONETRUEKING,RB,Saquon Barkley,PHI
DAONETRUEKING,W/T,Noah Gray,KC
DAONETRUEKING,W/T,Terry McLaurin,WAS
DAONETRUEKING,W/T,Xavier Worthy,KC
DAONETRUEKING,W/T,DeVonta Smith,PHI
DAONETRUEKING,W/T,A.J. Brown,PHI
JACKER6774,QB,Jalen Hurts,PHI
JACKER6774,RB,Saquon Barkley,PHI
JACKER6774,W/T,Zay Flowers,BAL
JACKER6774,W/T,Isaiah Likely,BAL
JACKER6774,W/T,Hollywood Brown,KC
JACKER6774,W/T,Mark Andrews,BAL
JACKER6774,W/T,Dallas Goedert,PHI
JACKER6774,W/T,Puka Nacua,LAR
JACKER6774,W/T,DeVonta Smith,PHI
JACKER6774,W/T,A.J. Brown,PHI
CYBERTOASTER,QB,Josh Allen,BUF
CYBERTOASTER,RB,Ty Johnson,BUF
CYBERTOASTER,RB,James Cook,BUF
CYBERTOASTER,RB,Saquon Barkley,PHI
CYBERTOASTER,W/T,Amari Cooper,BUF
CYBERTOASTER,W/T,Terry McLaurin,WAS
CYBERTOASTER,W/T,Dallas Goedert,PHI
CYBERTOASTER,W/T,Khalil Shakir,BUF
CYBERTOASTER,W/T,Nico Collins,HOU
CYBERTOASTER,W/T,DeVonta Smith,PHI
THATSGOODPROCESS,QB,Jalen Hurts,PHI
THATSGOODPROCESS,RB,Kareem Hunt,KC
THATSGOODPROCESS,RB,Joe Mixon,HOU
THATSGOODPROCESS,RB,Saquon Barkley,PHI
THATSGOODPROCESS,W/T,Hollywood Brown,KC
THATSGOODPROCESS,W/T,DeAndre Hopkins,KC
THATSGOODPROCESS,W/T,Xavier Worthy,KC
THATSGOODPROCESS,W/T,Nico Collins,HOU
THATSGOODPROCESS,W/T,DeVonta Smith,PHI
THATSGOODPROCESS,W/T,A.J. Brown,PHI
CRUTCH,QB,Jayden Daniels,WAS
CRUTCH,QB,Jalen Hurts,PHI
CRUTCH,RB,Saquon Barkley,PHI
CRUTCH,W/T,Zach Ertz,WAS
CRUTCH,W/T,Hollywood Brown,KC
CRUTCH,W/T,Terry McLaurin,WAS
CRUTCH,W/T,Dallas Goedert,PHI
CRUTCH,W/T,Xavier Worthy,KC
CRUTCH,W/T,Travis Kelce,KC
CRUTCH,W/T,A.J. Brown,PHI
JONNYSUNQUEST,QB,Jayden Daniels,WAS
JONNYSUNQUEST,QB,Patrick Mahomes,KC
JONNYSUNQUEST,RB,Brian Robinson Jr.,WAS
JONNYSUNQUEST,RB,James Cook,BUF
JONNYSUNQUEST,RB,Saquon Barkley,PHI
JONNYSUNQUEST,W/T,Justin Watson,KC
JONNYSUNQUEST,W/T,Terry McLaurin,WAS
JONNYSUNQUEST,W/T,Dallas Goedert,PHI
JONNYSUNQUEST,W/T,Hollywood Brown,KC
JONNYSUNQUEST,W/T,Xavier Worthy,KC
GREEDYMONKEY,QB,Josh Allen,BUF
GREEDYMONKEY,RB,Kareem Hunt,KC
GREEDYMONKEY,RB,James Cook,BUF
