Username,Position,Player Name,Team
VVIIIIS,W/T,Dallas Goedert,PHI
VVIIIIS,W/T,Sam LaPorta,DET
VVIIIIS,W/T,Zay Flowers,BAL
BROB2020,QB,Jayden Daniels,WAS
BROB2020,QB,Jared Goff,DET
BROB2020,RB,Josh Jacobs,GB
BROB2020,RB,Isiah Pacheco,KC
BROB2020,RB,Jahmyr Gibbs,DET
BROB2020,W/T,DeAndre Hopkins,KC
BROB2020,W/T,Terry McLaurin,WAS
BROB2020,W/T,Ladd McConkey,LAC
BROB2020,W/T,Xavier Worthy,KC
BROB2020,W/T,A.J. Brown,PHI
COACHGABBS,QB,Sam Darnold,MIN
COACHGABBS,QB,Jayden Daniels,WAS
COACHGABBS,RB,Derrick Henry,BAL
COACHGABBS,RB,Saquon Barkley,PHI
COACHGABBS,W/T,Zach Ertz,WAS
COACHGABBS,W/T,Cooper Kupp,LAR
COACHGABBS,W/T,Nico Collins,HOU
COACHGABBS,W/T,Ladd McConkey,LAC
COACHGABBS,W/T,Jordan Addison,MIN
COACHGABBS,W/T,Travis Kelce,KC
BONNERBRYAN,QB,Jayden Daniels,WAS
BONNERBRYAN,RB,Brian Robinson Jr.,WAS
BONNERBRYAN,RB,Kareem Hunt,KC
BONNERBRYAN,RB,Aaron Jones,MIN
BONNERBRYAN,RB,Saquon Barkley,PHI
BONNERBRYAN,W/T,Zach Ertz,WAS
BONNERBRYAN,W/T,Terry McLaurin,WAS
BONNERBRYAN,W/T,Ladd McConkey,LAC
BONNERBRYAN,W/T,Xavier Worthy,KC
BONNERBRYAN,W/T,A.J. Brown,PHI
UDLLAMA,QB,Jayden Daniels,WAS
UDLLAMA,QB,Patrick Mahomes,KC
UDLLAMA,RB,Austin Ekeler,WAS
UDLLAMA,RB,Kareem Hunt,KC
UDLLAMA,RB,Saquon Barkley,PHI
UDLLAMA,W/T,DeAndre Hopkins,KC
UDLLAMA,W/T,Terry McLaurin,WAS
UDLLAMA,W/T,Ladd McConkey,LAC
UDLLAMA,W/T,Jordan Addison,MIN
UDLLAMA,W/T,Travis Kelce,KC
DUGGS123,QB,Sam Darnold,MIN
DUGGS123,QB,Jayden Daniels,WAS
DUGGS123,RB,David Montgomery,DET
DUGGS123,RB,Saquon Barkley,PHI
DUGGS123,RB,Jahmyr Gibbs,DET
DUGGS123,W/T,George Pickens,PIT
DUGGS123,W/T,Terry McLaurin,WAS
DUGGS123,W/T,Dallas Goedert,PHI
DUGGS123,W/T,Jordan Addison,MIN
DUGGS123,W/T,Khalil Shakir,BUF
ORTHDE,QB,Jayden Daniels,WAS
ORTHDE,RB,Ty Johnson,BUF
ORTHDE,RB,Kareem Hunt,KC
ORTHDE,RB,Saquon Barkley,PHI
ORTHDE,W/T,Jalen McMillan,TB
ORTHDE,W/T,Hollywood Brown,KC
ORTHDE,W/T,Ladd McConkey,LAC
ORTHDE,W/T,Khalil Shakir,BUF
ORTHDE,W/T,Xavier Worthy,KC
ORTHDE,W/T,A.J. Brown,PHI
MIKEG81,QB,Jayden Daniels,WAS
MIKEG81,RB,Brian Robinson Jr.,WAS
MIKEG81,RB,Derrick Henry,BAL
MIKEG81,RB,Saquon Barkley,PHI
MIKEG81,W/T,Zach Ertz,WAS
MIKEG81,W/T,DeAndre Hopkins,KC
MIKEG81,W/T,Terry McLaurin,WAS
MIKEG81,W/T,Hollywood Brown,KC
MIKEG81,W/T,Rashod Bateman,BAL
MIKEG81,W/T,Travis Kelce,KC
FANTASYGRINDER,QB,Jayden Daniels,WAS
FANTASYGRINDER,QB,Jalen Hurts,PHI
FANTASYGRINDER,RB,Kareem Hunt,KC
FANTASYGRINDER,RB,Derrick Henry,BAL
FANTASYGRINDER,W/T,Terry McLaurin,WAS
FANTASYGRINDER,W/T,DeAndre Hopkins,KC
FANTASYGRINDER,W/T,Zay Flowers,BAL
